,full_sentence,last_word,answer,CoRT_descript,cloze_descript,block_num,cause_effect,dynamic_verb,orientation,negative,tense,spelling_modified,display,break,index,cloze_probability,dataset,CoRT_mean,CoRT_std,target_word,random_word,word_count,condition_name,sampled,hand,iti_dur,start_time,trial_dur,ShowProgressBar,iti_dur_ms,trial_dur_ms,randomise_blocks
41,Steven|had|been|raised|believing|that|lying|was|a,sin,TRUE,strong non-CoRT,high cloze,4,no,yes,person,no,past,no,trial,,41,0.91,peele,2,0.8164965809,sin,curb,9,easy,FALSE,right,0.5,285,7,1,500,7000,4
42,Joan|fed|her|baby|some|warm,milk,TRUE,strong CoRT,high cloze,4,no,yes,person,no,past,no,trial,,42,0.88,block_baldwin,4,1.414213562,milk,mace,6,easy,FALSE,right,0.5,22.5,7,1,500,7000,4
43,The|book|was|a|steal|at|such|a|low,price,TRUE,strong non-CoRT,high cloze,4,no,no,object,no,past,no,trial,,43,0.89,block_baldwin,1.142857143,0.377964473,price,vomit,9,easy,FALSE,right,0.5,292.5,7,1,500,7000,4
44,The|baby|bird|was|ready|to|learn|to,roach,FALSE,strong non-CoRT,high cloze,4,no,yes,animal,no,past,no,trial,,44,0.91,block_baldwin,2,0.5773502692,fly,roach,8,easy,TRUE,right,0.5,277.5,7,1,500,7000,4
45,The|dog|chased|our|cat|up|the,noise,FALSE,strong CoRT,low cloze,4,no,yes,animal,no,past,no,trial,,45,0.43,block_baldwin,4.166666667,1.602081979,tree,noise,7,hard,TRUE,right,0.5,150,7,1,500,7000,4
46,"In|class,|Paula|took|out|her|notebook|and",wrote,TRUE,strong CoRT,low cloze,4,no,yes,person,no,past,no,trial,,46,0.42,peele,4.8,0.4472135955,wrote,wrath,8,hard,FALSE,right,0.5,195,7,1,500,7000,4
47,Don|didn't|tell|Carmen|secrets|because|she|liked|to,gossip,TRUE,strong non-CoRT,low cloze,4,yes,yes,person,yes,past,no,trial,,47,0.49,peele,1.75,0.9574271078,gossip,soup,9,hard,FALSE,right,0.5,382.5,7,1,500,7000,4
48,"Ellen|enjoys|poetry,|painting,|and|other|forms|of",art,TRUE,strong non-CoRT,high cloze,4,no,no,person,no,present,no,trial,,48,0.94,block_baldwin,1.285714286,0.4879500365,art,argument,8,easy,FALSE,right,0.5,352.5,7,1,500,7000,4
49,The|woman|applied|concealer|with|a|gentle,walk,FALSE,strong CoRT,low cloze,4,no,yes,person,no,past,no,trial,,49,0.35,peele,4.8,0.4472135955,touch,walk,7,hard,TRUE,right,0.5,157.5,7,1,500,7000,4
50,"When|at|the|fair,|her|kids|always|have|great",times,TRUE,strong non-CoRT,low cloze,4,yes,no,group,no,past,yes,trial,,50,0.45,peele,1.75,0.5,times,mom,9,hard,FALSE,right,0.5,420,7,1,500,7000,4
51,The|reckless|driver|drove|too|quickly|around|the,corner,TRUE,strong CoRT,low cloze,4,no,yes,person,no,past,no,trial,,51,0.42,peele,4.2,0.4472135955,corner,joy,8,hard,FALSE,right,0.5,232.5,7,1,500,7000,4
52,Paige|thought|the|color|of|the|wall|was|rather,dull,TRUE,strong non-CoRT,low cloze,4,no,no,person,no,past,no,trial,,52,0.34,peele,1.8,0.8366600265,dull,night,9,hard,FALSE,right,0.5,367.5,7,1,500,7000,4
53,Daniel|was|upset|that|his|basketball|team|didn't,win,TRUE,strong non-CoRT,high cloze,4,no,no,person,yes,past,no,trial,,53,0.91,peele,2,0.7071067812,win,rob,8,easy,FALSE,right,0.5,255,7,1,500,7000,4
54,"After|hitting|the|iceberg,|the|ship|began|to",sink,TRUE,strong CoRT,high cloze,4,yes,yes,object,no,past,no,trial,,54,0.96,block_baldwin,4,1.154700538,sink,milk,8,easy,FALSE,right,0.5,52.5,7,1,500,7000,4
55,"After|his|divorce,|my|neighbor|was|a|lonely",man,TRUE,strong non-CoRT,low cloze,4,yes,no,person,no,past,yes,trial,,55,0.46,peele,2,1.224744871,man,miss,8,hard,FALSE,right,0.5,472.5,7,1,500,7000,4
56,Paulina|gave|the|huge|lollipop|a|big,lick,TRUE,strong CoRT,high cloze,4,no,yes,person,no,past,no,trial,,56,0.88,peele,4,1.154700538,lick,luck,7,easy,FALSE,right,0.5,82.5,7,1,500,7000,4
57,Wade|spotted|the|incoming|ball|and|was|able|to,duck,TRUE,strong CoRT,low cloze,4,yes,yes,object,yes,past,no,trial,,57,0.36,peele,4.5,0.5773502692,duck,track,9,hard,FALSE,right,0.5,135,7,1,500,7000,4
58,Our|walk|was|illuminated|by|the|light|of|the,moon,TRUE,strong non-CoRT,high cloze,4,no,yes,object,no,past,no,trial,,58,0.84,peele,2,1.414213562,moon,knight,9,easy,FALSE,right,0.5,322.5,7,1,500,7000,4
59,Greg|clutched|his|queasy|stomach|and|began|to,vomit,TRUE,strong CoRT,low cloze,4,yes,yes,person,no,past,no,trial,,59,0.47,peele,4.75,0.5,vomit,sleep,8,hard,FALSE,right,0.5,165,7,1,500,7000,4
60,"After|speaking,|Allen|left|the|noisy",room,TRUE,strong CoRT,high cloze,4,yes,yes,person,no,past,no,trial,,60,0.81,block_baldwin,4.142857143,0.6900655593,room,like,6,easy,FALSE,right,0.5,60,7,1,500,7000,4
61,Suzy|saw|a|sign|that|said|babysitter|for,hire,TRUE,strong non-CoRT,high cloze,4,no,yes,person,no,past,no,trial,,61,0.88,peele,1.75,1.5,hire,soap,8,easy,FALSE,right,0.5,337.5,7,1,500,7000,4
62,"Exiting|the|pool,|the|children|were|so|cold|they",shivered,TRUE,strong CoRT,high cloze,4,yes,yes,group,no,past,no,trial,,62,0.87,peele,4.4,0.5477225575,shivered,hurt,9,easy,FALSE,right,0.5,112.5,7,1,500,7000,4
63,Incredibly|poor|food|service|is|my|pet,peeve,TRUE,strong non-CoRT,high cloze,4,no,no,object,no,present,no,trial,,63,0.96,peele,1.4,0.894427191,peeve,talk,7,easy,FALSE,right,0.5,300,7,1,500,7000,4
64,,,,,,,,,,,,,break,# Well done! You got $${percent_correct}% correct!,,,,,,,,,,,,,,,,,,
0,She|graduated|at|the|top|of|her,shelf,FALSE,strong non-CoRT,high cloze,5,no,no,person,no,past,no,trial,,0,0.95,block_baldwin,1.571428571,0.7867957925,class,shelf,7,easy,TRUE,right,0.5,270,7,1,500,7000,5
1,The|farmer|ran|out|of|bacon|and|slaughtered|the,funeral,FALSE,strong CoRT,high cloze,5,yes,yes,person,no,past,no,trial,,1,0.88,peele,4,0.8164965809,pig,funeral,9,easy,TRUE,right,0.5,0,7,1,500,7000,5
2,Jake|hated|the|game|and|thought|it|wasn't,fair,TRUE,strong non-CoRT,low cloze,5,yes,no,person,no,past,yes,trial,,2,0.44,peele,1.4,0.5477225575,fair,road,9,hard,FALSE,right,0.5,375,7,1,500,7000,5
3,Alexander|just|knew|that|he|would|win|the|big,prize,TRUE,strong non-CoRT,low cloze,5,no,yes,person,no,past,no,trial,,3,0.32,peele,1.6,0.5477225575,prize,move,9,hard,FALSE,right,0.5,442.5,7,1,500,7000,5
4,The|young|man|quickly|pulled|the|sword|from|the,sheath,TRUE,strong CoRT,low cloze,5,no,yes,person,no,past,no,trial,,4,0.39,peele,4.5,1,sheath,moon,9,hard,FALSE,right,0.5,172.5,7,1,500,7000,5
5,The|cardinals|wondered|which|of|them|would|become|the,stamp,FALSE,strong non-CoRT,low cloze,5,no,no,group,no,past,no,trial,,5,0.5,peele,1.5,0.5773502692,pope,stamp,9,hard,TRUE,right,0.5,390,7,1,500,7000,5
6,The|shape|of|the|woman’s|crystal|ball|was,round,TRUE,strong non-CoRT,high cloze,5,no,no,object,no,past,no,trial,,6,0.82,block_baldwin,1.428571429,1.133893419,round,cave,8,easy,FALSE,right,0.5,262.5,7,1,500,7000,5
7,The|excited|crowd|of|people|quickly|formed|a,failure,FALSE,strong CoRT,low cloze,5,no,yes,group,no,past,no,trial,,7,0.35,peele,4,0,mob,failure,8,hard,TRUE,right,0.5,210,7,1,500,7000,5
8,Not|even|the|cast|liked|the,bone,FALSE,strong non-CoRT,low cloze,5,no,no,group,yes,past,no,trial,,8,0.36,block_baldwin,1.833333333,1.602081979,play,bone,6,hard,TRUE,right,0.5,397.5,7,1,500,7000,5
9,His|boss|refused|to|give|him|a,teeth,FALSE,strong non-CoRT,high cloze,5,no,yes,person,no,past,no,trial,,9,0.87,block_baldwin,1.857142857,0.6900655593,raise,teeth,7,easy,TRUE,right,0.5,240,7,1,500,7000,5
10,She|preheated|the|oven|and|greased|the,pan,TRUE,strong CoRT,high cloze,5,yes,yes,person,no,past,no,trial,,10,0.9,block_baldwin,4.285714286,1.496026483,pan,sensitive,7,easy,FALSE,right,0.5,7.5,7,1,500,7000,5
11,"Hearing|noises|from|above,|the|confused|man|inspected|the",attic,TRUE,strong CoRT,low cloze,5,yes,yes,person,no,past,no,trial,,11,0.32,peele,4.5,0.8366600265,attic,married,9,hard,FALSE,right,0.5,225,7,1,500,7000,5
12,The|doctor’s|suitcase|was|worn|and|obviously|very,old,TRUE,strong non-CoRT,high cloze,5,no,no,object,no,past,no,trial,,12,0.89,block_baldwin,1.714285714,1.496026483,old,verb,8,easy,FALSE,right,0.5,345,7,1,500,7000,5
13,"Over|the|summer,|the|boys|went|swimming|in|the",lake,TRUE,strong CoRT,low cloze,5,no,yes,group,no,past,yes,trial,,13,0.5,peele,4.4,0.5477225575,lake,bed,9,hard,FALSE,right,0.5,202.5,7,1,500,7000,5
14,Yolanda|took|the|wet|clothes|outside|to,bank,FALSE,strong CoRT,high cloze,5,no,yes,person,no,past,no,trial,,14,0.92,peele,4,0.632455532,dry,bank,7,easy,TRUE,right,0.5,67.5,7,1,500,7000,5
15,John|swept|the|floor|with|a,broom,TRUE,strong CoRT,high cloze,5,no,yes,person,no,past,no,trial,,15,0.9,block_baldwin,4.142857143,1.573591585,broom,cheer,6,easy,FALSE,right,0.5,75,7,1,500,7000,5
16,She|washed|the|dirty|dishes|in|the,sink,TRUE,strong CoRT,high cloze,5,no,yes,person,no,past,no,trial,,16,0.92,block_baldwin,4,1.414213562,sink,batch,7,easy,FALSE,right,0.5,97.5,7,1,500,7000,5
17,Some|people|don't|enjoy|food|and|only|eat|to,pan,FALSE,strong non-CoRT,low cloze,5,yes,yes,group,yes,present,no,trial,,17,0.38,peele,1.75,0.5,survive,pan,9,hard,TRUE,right,0.5,450,7,1,500,7000,5
18,"As|a|clumsy|toddler,|Serena|often|spilled|her",milk,TRUE,strong CoRT,low cloze,5,no,yes,person,no,past,yes,trial,,18,0.34,peele,4.2,0.8366600265,milk,shell,7,hard,FALSE,right,0.5,217.5,7,1,500,7000,5
19,Jim|convinced|her|that|it|was|a|bad|prank|to,pull,TRUE,strong non-CoRT,low cloze,5,no,yes,person,no,past,no,trial,,19,0.43,peele,1.75,0.5,pull,vase,10,hard,FALSE,right,0.5,405,7,1,500,7000,5
20,Everyone|ran|from|the|man|like|he|was|a,monster,TRUE,strong CoRT,low cloze,5,no,yes,group,no,past,no,trial,,20,0.31,peele,4.8,0.4472135955,monster,cry,9,hard,FALSE,right,0.5,127.5,7,1,500,7000,5
21,That|boy|is|always|saying|he'll|someday|be,famous,TRUE,strong non-CoRT,low cloze,5,no,yes,person,no,present,no,trial,,21,0.31,peele,2,1.732050808,famous,fear,8,hard,FALSE,right,0.5,465,7,1,500,7000,5
22,Surfers|are|scared|of|getting|bitten|by|a,meal,FALSE,strong non-CoRT,high cloze,5,no,yes,group,no,present,no,trial,,22,0.92,block_baldwin,2,1,shark,meal,8,easy,TRUE,right,0.5,330,7,1,500,7000,5
23,All|the|gym|trainers|were|in|great|shape|and,home,FALSE,strong non-CoRT,low cloze,5,no,no,group,no,past,no,trial,,23,0.36,peele,2,1.414213562,fit,home,9,hard,TRUE,right,0.5,427.5,7,1,500,7000,5
24,"Tired|from|studying,|Dan|crumpled|his|papers|into|a",ball,TRUE,strong CoRT,high cloze,5,yes,yes,person,no,past,no,trial,,24,0.8,peele,4,0.7071067812,ball,towel,9,easy,FALSE,right,0.5,90,7,1,500,7000,5
25,April|ran|her|errands|during|her|lunch,gin,FALSE,strong CoRT,high cloze,5,no,yes,person,no,past,no,trial,,25,0.86,block_baldwin,4,0.8164965809,break,gin,7,easy,TRUE,right,0.5,105,7,1,500,7000,5
26,The|British|businessman|was|the|wealthiest|in|the|whole,country,TRUE,strong non-CoRT,low cloze,5,no,no,person,no,past,no,trial,,26,0.36,peele,1,0,country,mate,9,hard,FALSE,right,0.5,457.5,7,1,500,7000,5
27,The|convenience|store|was|robbed|by|a|small,face,FALSE,strong CoRT,low cloze,5,no,yes,object,no,past,no,trial,,27,0.37,peele,4,0,man,face,8,hard,TRUE,right,0.5,120,7,1,500,7000,5
28,The|librarian|sternly|told|us|to|be,quiet,TRUE,strong CoRT,high cloze,5,no,yes,person,no,past,no,trial,,28,0.8,block_baldwin,4,0.5773502692,quiet,porch,7,easy,FALSE,right,0.5,15,7,1,500,7000,5
29,Nicola|walked|towards|the|lake|till|she|hit|the,push,FALSE,strong CoRT,low cloze,5,no,yes,person,no,past,no,trial,,29,0.44,peele,4,1.414213562,water,push,9,hard,TRUE,right,0.5,187.5,7,1,500,7000,5
30,Mary|was|upset|when|she|spilled|coffee|on|her|favorite,blouse,TRUE,strong CoRT,low cloze,5,yes,yes,person,no,past,yes,trial,,30,0.35,peele,4.75,0.5,blouse,rang,10,hard,FALSE,right,0.5,142.5,7,1,500,7000,5
31,The|body|builder's|arm|muscles|were|extremely,water,FALSE,strong non-CoRT,low cloze,5,no,no,person,no,past,no,trial,,31,0.4,peele,1.6,0.5477225575,large,water,7,hard,TRUE,right,0.5,360,7,1,500,7000,5
32,The|maid|dusted|the|books|on|the,shelf,TRUE,strong CoRT,high cloze,5,no,yes,person,no,past,no,trial,,32,0.93,block_baldwin,4.142857143,1.573591585,shelf,days,7,easy,FALSE,right,0.5,45,7,1,500,7000,5
33,Being|a|father|and|a|businessman|made|his|role,difficult,TRUE,strong non-CoRT,low cloze,5,no,yes,person,no,past,no,trial,,33,0.31,peele,1,0,difficult,zoo,9,hard,FALSE,right,0.5,412.5,7,1,500,7000,5
34,The|boys|ran|to|the|car|carrying|their,bags,TRUE,strong CoRT,low cloze,5,no,yes,group,no,past,no,trial,,34,0.34,peele,4,1.154700538,bags,ignition,8,hard,FALSE,right,0.5,180,7,1,500,7000,5
35,"After|saying|goodbye,|Tim|gave|his|wife|a|quick",hill,FALSE,strong CoRT,high cloze,5,yes,yes,person,no,past,no,trial,,35,0.84,peele,4.75,0.5,kiss,hill,9,easy,TRUE,right,0.5,37.5,7,1,500,7000,5
36,Lily|had|disliked|him|from|the|moment|they,met,TRUE,strong non-CoRT,high cloze,5,no,no,person,no,past,no,trial,,36,0.99,peele,1.75,0.9574271078,met,curse,8,easy,FALSE,right,0.5,315,7,1,500,7000,5
37,The|man|liked|to|play|his|music|too,loud,TRUE,strong non-CoRT,high cloze,5,no,yes,person,no,past,no,trial,,37,0.84,block_baldwin,2,1,loud,joke,8,easy,FALSE,right,0.5,247.5,7,1,500,7000,5
38,A|Dalmatian|dog|is|recognized|by|its|black|and|white,fate,FALSE,strong non-CoRT,high cloze,5,no,yes,animal,no,present,no,trial,,38,0.84,block_baldwin,1.166666667,0.4082482905,spots,fate,10,easy,TRUE,right,0.5,307.5,7,1,500,7000,5
39,The|potatoes|were|seasoned|with|flakes|of|rosemary|and,thyme,TRUE,strong non-CoRT,low cloze,5,no,yes,object,no,past,no,trial,,39,0.35,peele,2,1.414213562,thyme,sweat,9,hard,FALSE,right,0.5,435,7,1,500,7000,5
40,The|infant|cried|when|she|got|stung|by|a,doubts,FALSE,strong CoRT,high cloze,5,yes,yes,person,no,past,no,trial,,40,0.9,peele,4.2,1.303840481,bee,doubts,9,easy,TRUE,right,0.5,30,7,1,500,7000,5
41,Sam|does|not|like|desserts|that|are|too,sweet,TRUE,strong non-CoRT,high cloze,5,no,no,person,yes,present,no,trial,,41,0.86,peele,1,0,sweet,tie,8,easy,FALSE,right,0.5,285,7,1,500,7000,5
42,Elle|got|behind|the|stalled|car|and|began|to,push,TRUE,strong CoRT,high cloze,5,yes,yes,person,no,past,no,trial,,42,0.87,peele,4.5,0.5773502692,push,safe,9,easy,FALSE,right,0.5,22.5,7,1,500,7000,5
43,The|academic|year|began|in|the,fall,TRUE,strong non-CoRT,high cloze,5,no,no,object,no,past,no,trial,,43,0.82,block_baldwin,1.428571429,1.133893419,fall,chain,6,easy,FALSE,right,0.5,292.5,7,1,500,7000,5
44,The|directions|did|not|match|any|roads|on|the,bill,FALSE,strong non-CoRT,high cloze,5,no,no,object,yes,past,no,trial,,44,0.85,block_baldwin,1.428571429,0.5345224838,map,bill,9,easy,TRUE,right,0.5,277.5,7,1,500,7000,5
45,The|boxer|knocked|out|his|opponent|with|a|sudden,fan,FALSE,strong CoRT,low cloze,5,no,yes,person,no,past,no,trial,,45,0.48,peele,4.4,1.341640786,punch,fan,9,hard,TRUE,right,0.5,150,7,1,500,7000,5
46,They|were|startled|by|the|sudden,noise,TRUE,strong CoRT,low cloze,5,no,yes,group,no,past,no,trial,,46,0.5,block_baldwin,4,1.095445115,noise,night,6,hard,FALSE,right,0.5,195,7,1,500,7000,5
47,Barry|said|that|accounting|work|was|no,fun,TRUE,strong non-CoRT,low cloze,5,no,yes,person,no,past,no,trial,,47,0.35,peele,1.4,0.5477225575,fun,mob,7,hard,FALSE,right,0.5,382.5,7,1,500,7000,5
48,A|gas|lamp|is|always|a|good|source|of,light,TRUE,strong non-CoRT,high cloze,5,no,no,object,no,present,no,trial,,48,0.89,peele,1.75,0.9574271078,light,water,9,easy,FALSE,right,0.5,352.5,7,1,500,7000,5
49,The|hungry|owl|searched|the|field|for|its,color,FALSE,strong CoRT,low cloze,5,no,yes,animal,no,past,no,trial,,49,0.47,block_baldwin,4,1.095445115,prey,color,8,hard,TRUE,right,0.5,157.5,7,1,500,7000,5
50,He|wondered|whether|it|was|coincidence|or,fate,TRUE,strong non-CoRT,low cloze,5,no,no,person,no,past,no,trial,,50,0.49,block_baldwin,1.833333333,1.329160136,fate,cancer,7,hard,FALSE,right,0.5,420,7,1,500,7000,5
51,The|farmer|collected|wood|to|build|a|new,barn,TRUE,strong CoRT,low cloze,5,yes,yes,person,no,past,no,trial,,51,0.32,peele,4,1,barn,cough,8,hard,FALSE,right,0.5,232.5,7,1,500,7000,5
52,Drake|didn't|like|barbecued|meat|because|of|the,taste,TRUE,strong non-CoRT,low cloze,5,yes,no,person,no,past,yes,trial,,52,0.37,peele,1.75,0.5,taste,rib,8,hard,FALSE,right,0.5,367.5,7,1,500,7000,5
53,He|liked|lemon|and|sugar|in|his,tea,TRUE,strong non-CoRT,high cloze,5,no,no,person,no,past,no,trial,,53,0.81,block_baldwin,1.428571429,0.7867957925,tea,lit,7,easy,FALSE,right,0.5,255,7,1,500,7000,5
54,A|nearby|woman|sprayed|the|robber|with,mace,TRUE,strong CoRT,high cloze,5,no,yes,person,no,past,no,trial,,54,0.8,peele,4,0.7071067812,mace,budge,7,easy,FALSE,right,0.5,52.5,7,1,500,7000,5
55,Jeff|felt|like|he|would|never|finish|at|that,pace,TRUE,strong non-CoRT,low cloze,5,no,yes,person,yes,past,no,trial,,55,0.45,peele,1.333333333,0.5163977795,pace,stay,9,hard,FALSE,right,0.5,472.5,7,1,500,7000,5
56,"After|weeks|at|sea,|the|bottle|washed|up|onto",shore,TRUE,strong CoRT,high cloze,5,yes,yes,object,no,past,no,trial,,56,0.83,peele,4,0.8164965809,shore,aim,9,easy,FALSE,right,0.5,82.5,7,1,500,7000,5
57,Karen|shrieked|when|she|discovered|the|dead,mouse,TRUE,strong CoRT,low cloze,5,yes,yes,person,no,past,no,trial,,57,0.36,peele,4.4,0.5477225575,mouse,feud,7,hard,FALSE,right,0.5,135,7,1,500,7000,5
58,The|expensive|tie|was|made|of,silk,TRUE,strong non-CoRT,high cloze,5,no,no,object,no,past,no,trial,,58,0.89,block_baldwin,1,0,silk,house,6,easy,FALSE,right,0.5,322.5,7,1,500,7000,5
59,Grandmother|baked|a|pie|and|set|it|on|the,counter,TRUE,strong CoRT,low cloze,5,yes,yes,person,no,past,no,trial,,59,0.34,peele,4.4,0.894427191,counter,kick,9,hard,FALSE,right,0.5,165,7,1,500,7000,5
60,Delia|needed|her|keys|and|rummaged|around|in|her,purse,TRUE,strong CoRT,high cloze,5,yes,yes,person,no,past,no,trial,,60,0.8,peele,4,1.414213562,purse,wine,9,easy,FALSE,right,0.5,60,7,1,500,7000,5
61,The|store|employees|knew|it|was|illegal|to,steal,TRUE,strong non-CoRT,high cloze,5,no,no,group,no,past,no,trial,,61,0.87,block_baldwin,1.714285714,1.496026483,steal,pull,8,easy,FALSE,right,0.5,337.5,7,1,500,7000,5
62,The|fisherman|trapped|hundreds|of|sharks|in|their,nets,TRUE,strong CoRT,high cloze,5,no,yes,group,no,past,no,trial,,62,0.82,peele,4,0.8164965809,nets,tire,8,easy,FALSE,right,0.5,112.5,7,1,500,7000,5
63,The|necklaces|were|what|the|thief|intended|to,steal,TRUE,strong non-CoRT,high cloze,5,no,no,object,no,past,no,trial,,63,0.83,peele,2,0.7071067812,steal,wide,8,easy,FALSE,right,0.5,300,7,1,500,7000,5
64,,,,,,,,,,,,,end,# End of Experiment. Thank you for participating!,,,,,,,,,,,,,,,,,,